record_id,timestamp,order_id,product_id,product_category,quantity,unit_price,total_price,supplier_id,supplier_region,warehouse_id,warehouse_region,lead_time_days,transportation_delay_days,fulfillment_status,inventory_level,reorder_point,demand_forecast,demand_forecast_confidence,agent_decision,decision_reason,procurement_cost,transportation_cost,holding_cost,penalty_cost,carbon_emissions_kg,customer_satisfaction_score,anomalies_flag,agent_observation,agent_action_text
R-000230,2025-11-19T03:45:26.767525,b032b013-c0f6-42aa-9602-5cff2f7141e9,P-4875,food,5.0,9.59,47.95,S-001,Oceania,W-02,North America,8.0,3.0,returned,99.0,50.0,23.0,0.36,do_nothing,inventory sufficient for forecast,47.95,81.76,9.9,9.59,13.1,3.74,True,"Order b032b013-c0f6-42aa-9602-5cff2f7141e9: product P-4875 (food), qty 5, inventory 99, forecast 23 (conf 0.36)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000231,2025-11-19T03:55:26.767525,5ff012eb-7ce4-4c84-878b-ea8c8577f5dd,P-4445,food,1.0,10.53,10.53,S-021,North America,W-04,Europe,9.0,1.0,shipped,278.0,29.0,27.0,0.25,do_nothing,inventory sufficient for forecast,10.53,66.81,27.8,0.0,2.7,4.31,False,"Order 5ff012eb-7ce4-4c84-878b-ea8c8577f5dd: product P-4445 (food), qty 1, inventory 278, forecast 27 (conf 0.25)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000232,2025-11-19T04:05:26.767525,31738a02-f19a-44f6-9f75-8374e784c1c9,P-5382,furniture,2.0,342.58,685.16,S-002,Oceania,W-12,Oceania,10.0,0.0,processing,151.0,55.0,35.0,0.11,do_nothing,inventory sufficient for forecast,685.16,62.33,15.1,0.0,5.28,5.0,False,"Order 31738a02-f19a-44f6-9f75-8374e784c1c9: product P-5382 (furniture), qty 2, inventory 151, forecast 35 (conf 0.11)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000233,2025-11-19T04:15:26.767525,40973d83-1f26-40e6-93e2-5591351f583c,P-3479,automotive,1.0,171.28,171.28,S-045,Africa,W-12,South America,5.0,4.0,pending,296.0,49.0,23.0,0.26,do_nothing,inventory sufficient for forecast,171.28,63.22,29.6,0.0,5.79,3.99,False,"Order 40973d83-1f26-40e6-93e2-5591351f583c: product P-3479 (automotive), qty 1, inventory 296, forecast 23 (conf 0.26)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000234,2025-11-19T04:25:26.767525,f3bc6a29-b180-48b4-93b2-6d4262084b68,P-9918,apparel,2.0,33.94,67.88,S-035,South America,W-20,North America,13.0,6.0,delivered,130.0,50.0,7.0,0.99,do_nothing,inventory sufficient for forecast,67.88,124.89,13.0,0.0,11.51,4.05,False,"Order f3bc6a29-b180-48b4-93b2-6d4262084b68: product P-9918 (apparel), qty 2, inventory 130, forecast 7 (conf 0.99)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000235,2025-11-19T04:35:26.767525,410c39d8-bf00-4473-8561-d8487b0d1644,P-1111,apparel,1.0,29.68,29.68,S-017,Asia,W-04,South America,5.0,1.0,shipped,257.0,57.0,16.0,0.95,do_nothing,inventory sufficient for forecast,29.68,88.23,25.7,0.0,3.0,4.84,False,"Order 410c39d8-bf00-4473-8561-d8487b0d1644: product P-1111 (apparel), qty 1, inventory 257, forecast 16 (conf 0.95)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000236,2025-11-19T04:45:26.767525,d56a46fe-28e0-4a86-a1a6-2ead78c49d99,P-7224,pharma,2.0,23.0,46.0,S-004,Africa,W-18,Oceania,9.0,3.0,delivered,236.0,58.0,25.0,0.81,do_nothing,inventory sufficient for forecast,46.0,140.43,23.6,0.0,6.21,4.25,False,"Order d56a46fe-28e0-4a86-a1a6-2ead78c49d99: product P-7224 (pharma), qty 2, inventory 236, forecast 25 (conf 0.81)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000237,2025-11-19T04:55:26.767525,66f464af-4030-425d-8075-2f07c0835167,P-5141,food,1.0,14.43,14.43,S-029,Oceania,W-15,North America,9.0,0.0,pending,273.0,70.0,8.0,0.74,do_nothing,inventory sufficient for forecast,14.43,35.72,27.3,0.0,2.52,2.23,False,"Order 66f464af-4030-425d-8075-2f07c0835167: product P-5141 (food), qty 1, inventory 273, forecast 8 (conf 0.74)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000238,2025-11-19T05:05:26.767525,89379f6d-b833-407f-aaac-83f99de0d0db,P-6874,pharma,2.0,27.66,55.32,S-003,Africa,W-13,Asia,9.0,1.0,shipped,170.0,71.0,8.0,0.13,do_nothing,inventory sufficient for forecast,55.32,73.82,17.0,0.0,8.27,4.47,False,"Order 89379f6d-b833-407f-aaac-83f99de0d0db: product P-6874 (pharma), qty 2, inventory 170, forecast 8 (conf 0.13)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000239,2025-11-19T05:15:26.767525,7c607e3d-a97f-48ee-b0ef-81fabec72cca,P-3296,electronics,1.0,244.25,244.25,S-023,South America,W-06,Europe,11.0,0.0,shipped,304.0,65.0,4.0,0.38,do_nothing,inventory sufficient for forecast,244.25,61.2,30.4,0.0,4.79,4.05,False,"Order 7c607e3d-a97f-48ee-b0ef-81fabec72cca: product P-3296 (electronics), qty 1, inventory 304, forecast 4 (conf 0.38)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000240,2025-11-19T05:25:26.767525,865789e6-ce7c-4d44-8606-bbc98e9ce38d,P-5064,apparel,4.0,48.36,193.44,S-046,North America,W-16,North America,7.0,3.0,shipped,145.0,76.0,16.0,0.31,do_nothing,inventory sufficient for forecast,193.44,92.92,14.5,0.0,14.05,4.59,ERR_bd6edd,"Order 865789e6-ce7c-4d44-8606-bbc98e9ce38d: product P-5064 (apparel), qty 4, inventory 145, forecast 16 (conf 0.31)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000241,2025-11-19T05:35:26.767525,e460714c-800a-4198-a3c6-48c8e1a8428f,P-5861,food,2.0,9.36,18.72,S-028,Oceania,W-08,North America,11.0,1.0,processing,272.0,64.0,22.0,0.87,do_nothing,inventory sufficient for forecast,18.72,21.54,27.2,0.0,4.4,4.38,False,"Order e460714c-800a-4198-a3c6-48c8e1a8428f: product P-5861 (food), qty 2, inventory 272, forecast 22 (conf 0.87)",ERR_879ef9
R-000242,2025-11-19T05:45:26.767525,2613c5b7-b999-42fb-90f7-e2ccb7f71693,P-4710,food,1.0,9.65,9.65,S-043,Oceania,W-04,Oceania,5.0,0.0,returned,300.0,34.0,0.0,0.48,do_nothing,inventory sufficient for forecast,9.65,25.17,30.0,1.93,0.34,4.53,False,"Order 2613c5b7-b999-42fb-90f7-e2ccb7f71693: product P-4710 (food), qty 1, inventory 300, forecast 0 (conf 0.48)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000243,2025-11-19T05:55:26.767525,742f6a0d-014a-4317-902d-4f2edf111ee9,P-5254,food,1.0,6.95,6.95,S-037,North America,W-10,South America,6.0,1.0,delivered,121.0,69.0,26.0,0.2,do_nothing,inventory sufficient for forecast,6.95,54.68,12.1,0.0,3.51,3.86,False,"Order 742f6a0d-014a-4317-902d-4f2edf111ee9: product P-5254 (food), qty 1, inventory 121, forecast 26 (conf 0.2)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000244,2025-11-19T06:05:26.767525,31fd9d77-60e6-46a7-93c1-244884cbcbf4,P-9548,apparel,2.0,47.74,95.48,S-038,Africa,W-05,Africa,6.0,3.0,shipped,173.0,63.0,20.0,0.62,do_nothing,inventory sufficient for forecast,95.48,15.98,17.3,0.0,4.43,4.04,False,"Order 31fd9d77-60e6-46a7-93c1-244884cbcbf4: product P-9548 (apparel), qty 2, inventory 173, forecast 20 (conf 0.62)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000245,2025-11-19T06:15:26.767525,35e8b50a-0cb2-40ff-b8ef-57e8210b235e,P-3104,furniture,1.0,339.15,339.15,S-019,North America,W-01,North America,6.0,2.0,processing,192.0,49.0,31.0,0.47,do_nothing,inventory sufficient for forecast,339.15,85.33,19.2,0.0,5.43,4.19,False,"Order 35e8b50a-0cb2-40ff-b8ef-57e8210b235e: product P-3104 (furniture), qty 1, inventory 192, forecast 31 (conf 0.47)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000246,2025-11-19T06:25:26.767525,99d091c0-9c01-4261-8e0f-04f46ba9747a,P-3145,apparel,1.0,36.79,36.79,S-046,Asia,W-12,Asia,13.0,2.0,processing,295.0,50.0,16.0,0.8,do_nothing,inventory sufficient for forecast,36.79,66.67,29.5,0.0,5.24,4.07,False,"Order 99d091c0-9c01-4261-8e0f-04f46ba9747a: product P-3145 (apparel), qty 1, inventory 295, forecast 16 (conf 0.8)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000247,2025-11-19T06:35:26.767525,c26dcc4b-1f7e-4cc8-b7a4-d8b4650f5061,P-4569,pharma,1.0,28.25,28.25,S-011,Africa,W-11,Asia,4.0,0.0,shipped,166.0,78.0,7.0,0.41,do_nothing,inventory sufficient for forecast,28.25,54.84,16.6,0.0,1.91,3.66,False,"Order c26dcc4b-1f7e-4cc8-b7a4-d8b4650f5061: product P-4569 (pharma), qty 1, inventory 166, forecast 7 (conf 0.41)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000248,2025-11-19T06:45:26.767525,25dd5f49-bf5f-4d46-82bf-59c084a57149,P-8968,food,1.0,7.06,7.06,S-031,South America,W-12,Oceania,8.0,2.0,shipped,102.0,49.0,26.0,5.276165396958799,do_nothing,inventory sufficient for forecast,7.06,34.31,10.2,0.0,5.2,4.35,False,"Order 25dd5f49-bf5f-4d46-82bf-59c084a57149: product P-8968 (food), qty 1, inventory 102, forecast 26 (conf 0.1)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000249,2025-11-19T06:55:26.767525,9104716e-6a8b-480f-8dcb-3cc0130a42c7,P-5873,food,5.0,9.43,47.15,S-016,South America,W-08,Oceania,8.0,0.0,shipped,154.0,57.0,6.0,0.1,do_nothing,inventory sufficient for forecast,47.15,10.23,15.4,0.0,8.88,3.95,False,"Order 9104716e-6a8b-480f-8dcb-3cc0130a42c7: product P-5873 (food), qty 5, inventory 154, forecast 6 (conf 0.1)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000250,2025-11-19T07:05:26.767525,e6c5d631-24c9-4d6d-a1f0-01ca477e396f,P-2003,pharma,7.0,32.25,225.75,S-048,Oceania,W-06,Africa,4.0,2.0,shipped,162.0,55.0,30.0,0.35,,inventory sufficient for forecast,225.75,37.42,16.2,0.0,26.42,4.28,False,"Order e6c5d631-24c9-4d6d-a1f0-01ca477e396f: product P-2003 (pharma), qty 7, inventory 162, forecast 30 (conf 0.35)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000251,2025-11-19T07:15:26.767525,61a11214-d748-4678-9e4c-ae90a031c920,P-3206,food,5.0,12.0,60.0,S-007,Oceania,W-03,South America,9.0,2.0,shipped,181.0,49.0,33.0,0.18,do_nothing,inventory sufficient for forecast,60.0,108.63,18.1,0.0,10.52,5.0,False,"Order 61a11214-d748-4678-9e4c-ae90a031c920: product P-3206 (food), qty 5, inventory 181, forecast 33 (conf 0.18)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000252,2025-11-19T07:25:26.767525,cb33bdff-a1d2-4ecc-9843-f4036a9a12f7,P-7790,food,1.0,7.46,7.46,S-045,Oceania,W-05,Africa,4.0,0.0,delivered,14274.067437771248,42.0,35.0,0.33,do_nothing,inventory sufficient for forecast,7.46,66.16,21.9,0.0,0.59,3.49,False,"Order cb33bdff-a1d2-4ecc-9843-f4036a9a12f7: product P-7790 (food), qty 1, inventory 219, forecast 35 (conf 0.33)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000253,2025-11-19T07:35:26.767525,2102a1c7-4eea-4ca8-8bb6-2b7102ae47b1,P-4390,food,1.0,10.72,10.72,S-045,Oceania,W-17,Europe,9.0,1.0,delivered,345.0,42.0,0.0,0.17,do_nothing,inventory sufficient for forecast,10.72,25.26,34.5,0.0,1.48,4.05,False,"Order 2102a1c7-4eea-4ca8-8bb6-2b7102ae47b1: product P-4390 (food), qty 1, inventory 345, forecast 0 (conf 0.17)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000254,2025-11-19T07:45:26.767525,372c1239-0c6e-4521-9204-e3abac83275e,P-5592,apparel,1.0,43.53,43.53,S-005,Asia,W-14,Africa,6.0,1.0,processing,192.0,38.0,22.0,0.71,do_nothing,inventory sufficient for forecast,43.53,63.53,19.2,0.0,4.02,3.91,False,"Order 372c1239-0c6e-4521-9204-e3abac83275e: product P-5592 (apparel), qty 1, inventory 192, forecast 22 (conf 0.71)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000255,2025-11-19T07:55:26.767525,ac40b6d8-bc8f-4608-928d-c4cb3892c698,P-9709,electronics,5.0,149.13,745.65,S-010,North America,W-09,North America,8.0,0.0,delivered,284.0,46.0,37.0,0.1,do_nothing,inventory sufficient for forecast,745.65,18.52,28.4,0.0,15.94,4.09,False,"Order ac40b6d8-bc8f-4608-928d-c4cb3892c698: product P-9709 (electronics), qty 5, inventory 284, forecast 37 (conf 0.1)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000256,2025-11-19T08:05:26.767525,864ae996-910c-4459-bceb-eb3efa32c4de,P-9344,food,1.0,346.8615890457632,9.35,S-039,Africa,W-06,Oceania,6.0,0.0,delivered,230.0,52.0,16.0,0.1,do_nothing,inventory sufficient for forecast,9.35,50.27,23.0,0.0,0.67,4.31,False,"Order 864ae996-910c-4459-bceb-eb3efa32c4de: product P-9344 (food), qty 1, inventory 230, forecast 16 (conf 0.1)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000257,2025-11-19T08:15:26.767525,a64bb726-04f1-4b7c-8777-6c1447c1aa91,P-9005,apparel,11.0,42.87,471.57,S-016,Asia,W-04,Africa,11.0,3.0,delivered,109.0,66.0,23.0,0.1,do_nothing,inventory sufficient for forecast,471.57,77.12,10.9,0.0,27.0,4.82,False,"Order a64bb726-04f1-4b7c-8777-6c1447c1aa91: product P-9005 (apparel), qty 11, inventory 109, forecast 23 (conf 0.1)",Action: do_nothing. Reason: inventory sufficient for forecast.
,2025-11-19T08:25:26.767525,1e02d2c3-ba54-4ce7-b027-4f1e8058e08c,P-6977,electronics,1.0,234.17,234.17,S-036,North America,W-06,Asia,6.0,0.0,shipped,116.0,48.0,19.0,0.1,do_nothing,inventory sufficient for forecast,234.17,46.77,11.6,0.0,1.24,3.98,False,"Order 1e02d2c3-ba54-4ce7-b027-4f1e8058e08c: product P-6977 (electronics), qty 1, inventory 116, forecast 19 (conf 0.1)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000259,2025-11-19T08:35:26.767525,898973dd-20f6-4e5d-9ffb-cc4f7b1e03f3,P-8876,apparel,2.0,56.07,112.14,ERR_1f9410,North America,W-15,Asia,9.0,2.0,processing,224.0,54.0,10.0,0.83,do_nothing,inventory sufficient for forecast,112.14,52.03,22.4,0.0,6.77,3.09,False,"Order 898973dd-20f6-4e5d-9ffb-cc4f7b1e03f3: product P-8876 (apparel), qty 2, inventory 224, forecast 10 (conf 0.83)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000260,2025-11-19T08:45:26.767525,8fedc7e5-4b32-4498-b487-a80d473b3569,P-5707,furniture,1.0,344.77,344.77,S-030,Asia,W-12,Africa,2.0,0.0,delivered,244.0,47.0,21.0,0.88,do_nothing,inventory sufficient for forecast,344.77,47.14,24.4,0.0,3.22,3.92,False,"Order 8fedc7e5-4b32-4498-b487-a80d473b3569: product P-5707 (furniture), qty 1, inventory 244, forecast 21 (conf 0.88)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000261,2025-11-19T08:55:26.767525,9ebe3814-6d13-45c8-895c-17797252688b,P-1932,apparel,2.0,39.09,78.18,S-035,Asia,W-05,North America,9.0,2.0,delivered,240.0,52.0,29.0,0.1,do_nothing,inventory sufficient for forecast,78.18,77.87,24.0,0.0,9.8,4.18,False,"Order 9ebe3814-6d13-45c8-895c-17797252688b: product P-1932 (apparel), qty 2, inventory 240, forecast 29 (conf 0.1)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000262,2025-11-19T09:05:26.767525,e5b8f73d-af7c-4438-b4cf-7f80cfa402db,P-6762,pharma,1.0,22.7,22.7,S-028,North America,W-09,North America,7.0,6.0,delivered,295.0,40.0,33.0,0.64,do_nothing,inventory sufficient for forecast,22.7,67.92,29.5,0.0,5.59,4.68,False,"Order e5b8f73d-af7c-4438-b4cf-7f80cfa402db: product P-6762 (pharma), qty 1, inventory 295, forecast 33 (conf 0.64)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000263,2025-11-19T09:15:26.767525,610c9fea-90f5-4368-b699-16b61e3af0ad,P-3362,apparel,1.0,34.5,34.5,S-008,Europe,W-12,Africa,4.0,1.0,processing,40.0,35.0,18.0,0.1,do_nothing,inventory sufficient for forecast,34.5,77.84,4.0,0.0,4.72,3.31,False,"Order 610c9fea-90f5-4368-b699-16b61e3af0ad: product P-3362 (apparel), qty 1, inventory 40, forecast 18 (conf 0.1)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000264,2025-11-19T09:25:26.767525,1e7b0325-ee1c-4020-be5a-179fdf20fcc1,P-6011,apparel,1.0,44.72,44.72,S-022,South America,W-18,Asia,8.0,3.0,processing,173.0,54.0,11.0,0.76,do_nothing,inventory sufficient for forecast,44.72,86.26,17.3,0.0,6.38,3.84,False,"Order 1e7b0325-ee1c-4020-be5a-179fdf20fcc1: product P-6011 (apparel), qty 1, inventory 173, forecast 11 (conf 0.76)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000265,2025-11-19T09:35:26.767525,e3767abd-36c7-420f-998c-d56496a06a31,P-6252,furniture,2.0,275.68,551.36,S-023,North America,W-01,Africa,2.0,2.0,processing,150.0,61.0,16.0,0.97,do_nothing,inventory sufficient for forecast,551.36,69.83,15.0,0.0,9.08,4.36,False,"Order e3767abd-36c7-420f-998c-d56496a06a31: product P-6252 (furniture), qty 2, inventory 150, forecast 16 (conf 0.97)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000266,2025-11-19T09:45:26.767525,4d79c6b5-bb2e-41d2-a44e-985fc242e03f,P-7812,automotive,2.0,146.81,293.62,S-046,Africa,W-12,North America,3.0,0.0,shipped,162.0,47.0,19.0,0.75,do_nothing,inventory sufficient for forecast,293.62,48.92,16.2,0.0,2.47,4.53,False,"Order 4d79c6b5-bb2e-41d2-a44e-985fc242e03f: product P-7812 (automotive), qty 2, inventory 162, forecast 19 (conf 0.75)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000267,2025-11-19T09:55:26.767525,98debcc6-9b9d-4367-a51b-0d30026461bb,P-8233,electronics,8.0,255.0,2040.0,S-043,South America,W-19,North America,7.0,4.0,pending,189.0,32.0,25.0,0.41,do_nothing,inventory sufficient for forecast,2040.0,84.65,18.9,0.0,7.46,4.02,False,"Order 98debcc6-9b9d-4367-a51b-0d30026461bb: product P-8233 (electronics), qty 8, inventory 189, forecast 25 (conf 0.41)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000268,2025-11-19T10:05:26.767525,1d5630c7-6052-4e94-8cf6-41ff906a114b,P-3556,furniture,5.0,414.62,2073.1,S-043,South America,W-11,Europe,13.0,0.0,processing,186.0,64.0,19.0,0.14,do_nothing,inventory sufficient for forecast,2073.1,57.66,18.6,0.0,20.37,4.89,True,"Order 1d5630c7-6052-4e94-8cf6-41ff906a114b: product P-3556 (furniture), qty 5, inventory 186, forecast 19 (conf 0.14)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000269,2025-11-19T10:15:26.767525,64d84560-147b-46ee-a2e0-d7289c541b9e,P-7102,electronics,11.0,220.77,2428.47,S-018,Africa,W-06,Africa,9.0,1.0,processing,196.0,41.0,21.0,0.5,do_nothing,,2428.47,68.43,19.6,0.0,38.45,5.0,False,"Order 64d84560-147b-46ee-a2e0-d7289c541b9e: product P-7102 (electronics), qty 11, inventory 196, forecast 21 (conf 0.5)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000270,2025-11-19T10:25:26.767525,5b9e2de3-c7c2-4bde-b819-3afa2460fa37,P-8911,electronics,6.0,200.02,1200.12,S-044,Oceania,W-02,Asia,5.0,4.0,processing,368.0,44.0,25.0,0.73,do_nothing,inventory sufficient for forecast,1200.12,88.45,36.8,0.0,13.34,3.55,False,"Order 5b9e2de3-c7c2-4bde-b819-3afa2460fa37: product P-8911 (electronics), qty 6, inventory 368, forecast 25 (conf 0.73)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000271,2025-11-19T10:35:26.767525,286acee3-1e77-4177-ab0d-68e9142dbc42,P-2415,apparel,2.0,46.02,92.04,S-023,Africa,W-11,North America,11.0,1.0,processing,189.0,37.0,24.0,0.5,do_nothing,inventory sufficient for forecast,92.04,29.72,18.9,0.0,1.23,3.84,False,"Order 286acee3-1e77-4177-ab0d-68e9142dbc42: product P-2415 (apparel), qty 2, inventory 189, forecast 24 (conf 0.5)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000272,2025-11-19T10:45:26.767525,bd0f18f8-9781-4a11-aa6f-7f30e035ed9b,P-6812,food,5.0,7.54,37.7,S-014,Europe,W-06,Oceania,9.0,0.0,shipped,285.0,41.0,42.0,0.51,do_nothing,inventory sufficient for forecast,37.7,81.75,28.5,0.0,10.14,3.06,False,"Order bd0f18f8-9781-4a11-aa6f-7f30e035ed9b: product P-6812 (food), qty 5, inventory 285, forecast 42 (conf 0.51)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000273,2025-11-19T10:55:26.767525,48b2af65-e397-48a1-81ae-d7660d8a7461,P-5367,food,1.0,7.83,7.83,S-028,Asia,W-06,Europe,8.0,3.0,processing,318.0,46.0,18.0,0.18,do_nothing,inventory sufficient for forecast,7.83,72.18,31.8,0.0,4.33,4.45,False,"Order 48b2af65-e397-48a1-81ae-d7660d8a7461: product P-5367 (food), qty 1, inventory 318, forecast 18 (conf 0.18)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000274,2025-11-19T11:05:26.767525,ba37da52-a3ee-4c46-87d8-8cd51b5a5c44,P-2764,food,1.0,11.17,11.17,S-038,Africa,W-10,Asia,9.0,1.0,delivered,190.0,62.0,15.0,0.21,do_nothing,inventory sufficient for forecast,11.17,41.94,19.0,0.0,1.65,4.14,False,"Order ba37da52-a3ee-4c46-87d8-8cd51b5a5c44: product P-2764 (food), qty 1, inventory 190, forecast 15 (conf 0.21)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000275,2025-11-19T11:15:26.767525,6e6fd8c8-776b-4cfd-ad01-a226c903f00d,P-5311,furniture,2.0,273.64,547.28,S-013,North America,W-07,Asia,9.0,0.0,shipped,136.0,61.0,39.0,0.1,do_nothing,inventory sufficient for forecast,547.28,78.68,13.6,0.0,5.96,3.58,False,"Order 6e6fd8c8-776b-4cfd-ad01-a226c903f00d: product P-5311 (furniture), qty 2, inventory 136, forecast 39 (conf 0.1)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000276,2025-11-19T11:25:26.767525,cdd08398-0f0e-4323-945a-24fad579653e,P-3885,pharma,4.0,27.75,111.0,S-012,North America,W-10,Europe,11.0,2.0,processing,43.0,10.0,21.0,0.67,do_nothing,inventory sufficient for forecast,111.0,74.34,4.3,0.0,13.73,3.37,False,"Order cdd08398-0f0e-4323-945a-24fad579653e: product P-3885 (pharma), qty 4, inventory 43, forecast 21 (conf 0.67)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000277,2025-11-19T11:35:26.767525,3577e31d-7182-401b-946a-16c594a43001,P-6106,food,1.0,13.33,13.33,S-019,Asia,W-11,Oceania,6.0,0.0,delivered,281.0,40.0,28.0,47.98642232047186,do_nothing,inventory sufficient for forecast,13.33,36.23,28.1,0.0,1.01,4.46,False,"Order 3577e31d-7182-401b-946a-16c594a43001: product P-6106 (food), qty 1, inventory 281, forecast 28 (conf 0.87)",Action: do_nothing. Reason: inventory sufficient for forecast.
R-000278,2025-11-19T11:45:26.767525,fbdadbfd-edb4-48eb-9429-772f99dfe650,P-7988,food,2.0,6.79,13.58,S-005,Asia,W-15,North America,8.0,2.0,delivered,142.0,40.0,19.0,0.1,do_nothing,inventory sufficient for forecast,13.58,60.24,14.2,0.0,5.14,4.36,False,"Order fbdadbfd-edb4-48eb-9429-772f99dfe650: product P-7988 (food), qty 2, inventory 142, forecast 19 (conf 0.1)",Action: do_nothing. Reason: inventory sufficient for forecast.
